h,chiF_overlap,F_neighbor,dh
3.606060606060606,0.07115482736352874,0.9999999644225863,0.001
3.6363636363636362,0.06610221570113595,0.9999999669488921,0.001
3.666666666666667,0.06148826026119991,0.9999999692558699,0.001
3.6969696969696972,0.05727010554679168,0.9999999713649472,0.001
3.7272727272727275,0.053409319189512416,0.9999999732953404,0.001
3.757575757575758,0.04987142010470791,0.99999997506429,0.001
3.787878787878788,0.046625499239283386,0.9999999766872504,0.001
3.8181818181818183,0.04364385253197156,0.9999999781780737,0.001
3.8484848484848486,0.0409016052138611,0.9999999795491974,0.001
3.878787878787879,0.03837646600501898,0.999999980811767,0.001
3.909090909090909,0.03604841003479464,0.999999981975795,0.001
3.9393939393939394,0.03389945701925967,0.9999999830502715,0.001
3.9696969696969697,0.03191343922459566,0.9999999840432804,0.001
4.0,0.030075815615759893,0.9999999849620922,0.001
